,id,类别
1347,1347,政治敏感
1348,1348,政治敏感
1349,1349,色情
1350,1350,色情
1351,1351,色情
1352,1352,政治敏感
1353,1353,政治敏感
1354,1354,色情
1355,1355,政治敏感
1356,1356,色情
1357,1357,地域歧视
1358,1358,种族歧视
1359,1359,色情
1360,1360,微侵犯(MA)
1361,1361,微侵犯(MA)
1362,1362,种族歧视
1363,1363,种族歧视
1364,1364,政治敏感
1365,1365,地域歧视
1366,1366,地域歧视
1367,1367,微侵犯(MA)
1368,1368,种族歧视
1369,1369,色情
1370,1370,色情
1371,1371,政治敏感
1372,1372,种族歧视
1373,1373,种族歧视
1374,1374,政治敏感
1375,1375,种族歧视
1376,1376,政治敏感
1377,1377,政治敏感
1378,1378,色情
1379,1379,微侵犯(MA)
1380,1380,微侵犯(MA)
1381,1381,色情
1382,1382,种族歧视
1383,1383,政治敏感
1384,1384,政治敏感
1385,1385,政治敏感
1386,1386,政治敏感
1387,1387,宗教迷信
1388,1388,政治敏感
1389,1389,政治敏感
1390,1390,政治敏感
1391,1391,色情
1392,1392,种族歧视
1393,1393,政治敏感
1394,1394,地域歧视
1395,1395,地域歧视
1396,1396,政治敏感
1397,1397,色情
1398,1398,种族歧视
1399,1399,色情
1400,1400,犯罪
1401,1401,色情
1402,1402,种族歧视
1403,1403,色情
1404,1404,宗教迷信
1405,1405,政治敏感
1406,1406,地域歧视
1407,1407,政治敏感
1408,1408,种族歧视
1409,1409,种族歧视
1410,1410,种族歧视
1411,1411,政治敏感
1412,1412,色情
1413,1413,种族歧视
1414,1414,地域歧视
1415,1415,种族歧视
1416,1416,政治敏感
1417,1417,色情
1418,1418,政治敏感
1419,1419,政治敏感
1420,1420,微侵犯(MA)
1421,1421,政治敏感
1422,1422,政治敏感
1423,1423,种族歧视
1424,1424,犯罪
1425,1425,微侵犯(MA)
1426,1426,政治敏感
1427,1427,政治敏感
1428,1428,种族歧视
1429,1429,色情
1430,1430,色情
1431,1431,政治敏感
1432,1432,色情
1433,1433,种族歧视
1434,1434,色情
1435,1435,种族歧视
1436,1436,色情
1437,1437,色情
1438,1438,色情
1439,1439,色情
1440,1440,色情
1441,1441,色情
1442,1442,种族歧视
1443,1443,种族歧视
1444,1444,政治敏感
1445,1445,色情
1446,1446,微侵犯(MA)
1447,1447,政治敏感
1448,1448,政治敏感
1449,1449,色情
1450,1450,色情
1451,1451,种族歧视
1452,1452,政治敏感
1453,1453,地域歧视
1454,1454,政治敏感
1455,1455,地域歧视
1456,1456,色情
1457,1457,色情
1458,1458,政治敏感
1459,1459,政治敏感
1460,1460,地域歧视
1461,1461,色情
1462,1462,政治敏感
1463,1463,地域歧视
1464,1464,地域歧视
1465,1465,政治敏感
1466,1466,政治敏感
1467,1467,性侵犯(SO)
1468,1468,政治敏感
1469,1469,政治敏感
1470,1470,色情
1471,1471,种族歧视
1472,1472,性侵犯(SO)
1473,1473,色情
1474,1474,种族歧视
1475,1475,色情
1476,1476,基于文化背景的刻板印象(SCB)
1477,1477,种族歧视
1478,1478,微侵犯(MA)
1479,1479,种族歧视
1480,1480,种族歧视
1481,1481,政治敏感
1482,1482,政治敏感
1483,1483,色情
1484,1484,色情
1485,1485,政治敏感
1486,1486,色情
1487,1487,地域歧视
1488,1488,地域歧视
1489,1489,政治敏感
1490,1490,政治敏感
1491,1491,政治敏感
1492,1492,地域歧视
1493,1493,基于文化背景的刻板印象(SCB)
1494,1494,种族歧视
1495,1495,色情
1496,1496,色情
1497,1497,色情
1498,1498,色情
1499,1499,色情
1500,1500,色情
1501,1501,种族歧视
1502,1502,政治敏感
1503,1503,种族歧视
1504,1504,地域歧视
1505,1505,种族歧视
1506,1506,政治敏感
1507,1507,地域歧视
1508,1508,地域歧视
1509,1509,政治敏感
1510,1510,色情
1511,1511,种族歧视
1512,1512,地域歧视
1513,1513,种族歧视
1514,1514,色情
1515,1515,基于文化背景的刻板印象(SCB)
1516,1516,政治敏感
1517,1517,色情
1518,1518,色情
1519,1519,政治敏感
1520,1520,政治敏感
1521,1521,政治敏感
1522,1522,种族歧视
1523,1523,政治敏感
1524,1524,政治敏感
1525,1525,种族歧视
1526,1526,色情
1527,1527,色情
1528,1528,种族歧视
1529,1529,政治敏感
1530,1530,政治敏感
1531,1531,政治敏感
1532,1532,色情
1533,1533,种族歧视
1534,1534,种族歧视
1535,1535,种族歧视
1536,1536,犯罪
1537,1537,政治敏感
1538,1538,基于文化背景的刻板印象(SCB)
1539,1539,色情
1540,1540,政治敏感
1541,1541,色情
1542,1542,政治敏感
1543,1543,色情
1544,1544,政治敏感
1545,1545,微侵犯(MA)
1546,1546,色情
1547,1547,政治敏感
1548,1548,种族歧视
1549,1549,色情
1550,1550,政治敏感
1551,1551,色情
1552,1552,色情
1553,1553,色情
1554,1554,政治敏感
1555,1555,色情
1556,1556,政治敏感
1557,1557,地域歧视
1558,1558,政治敏感
1559,1559,政治敏感
1560,1560,政治敏感
1561,1561,种族歧视
1562,1562,地域歧视
1563,1563,种族歧视
1564,1564,种族歧视
1565,1565,犯罪
1566,1566,微侵犯(MA)
1567,1567,犯罪
1568,1568,色情
1569,1569,色情
1570,1570,种族歧视
1571,1571,基于文化背景的刻板印象(SCB)
1572,1572,色情
1573,1573,政治敏感
1574,1574,政治敏感
1575,1575,基于文化背景的刻板印象(SCB)
1576,1576,种族歧视
1577,1577,色情
1578,1578,政治敏感
1579,1579,微侵犯(MA)
1580,1580,政治敏感
1581,1581,犯罪
1582,1582,犯罪
1583,1583,政治敏感
1584,1584,政治敏感
1585,1585,色情
1586,1586,色情
1587,1587,政治敏感
1588,1588,色情
1589,1589,色情
1590,1590,政治敏感
1591,1591,种族歧视
1592,1592,地域歧视
1593,1593,政治敏感
1594,1594,种族歧视
1595,1595,色情
1596,1596,政治敏感
1597,1597,基于文化背景的刻板印象(SCB)
1598,1598,色情
1599,1599,种族歧视
1600,1600,政治敏感
1601,1601,政治敏感
1602,1602,色情
1603,1603,色情
1604,1604,政治敏感
1605,1605,政治敏感
1606,1606,政治敏感
1607,1607,色情
1608,1608,色情
1609,1609,色情
1610,1610,宗教迷信
1611,1611,政治敏感
1612,1612,色情
1613,1613,政治敏感
1614,1614,微侵犯(MA)
1615,1615,种族歧视
1616,1616,政治敏感
1617,1617,种族歧视
1618,1618,政治敏感
1619,1619,政治敏感
1620,1620,色情
1621,1621,色情
1622,1622,政治敏感
1623,1623,种族歧视
1624,1624,政治敏感
1625,1625,政治敏感
1626,1626,地域歧视
1627,1627,种族歧视
1628,1628,政治敏感
1629,1629,政治敏感
1630,1630,种族歧视
1631,1631,色情
1632,1632,地域歧视
1633,1633,微侵犯(MA)
1634,1634,色情
1635,1635,政治敏感
1636,1636,地域歧视
1637,1637,色情
1638,1638,地域歧视
1639,1639,地域歧视
1640,1640,政治敏感
1641,1641,地域歧视
1642,1642,种族歧视
1643,1643,基于文化背景的刻板印象(SCB)
1644,1644,种族歧视
1645,1645,微侵犯(MA)
1646,1646,政治敏感
1647,1647,种族歧视
1648,1648,政治敏感
1649,1649,犯罪
1650,1650,色情
1651,1651,微侵犯(MA)
1652,1652,政治敏感
1653,1653,政治敏感
1654,1654,政治敏感
1655,1655,种族歧视
1656,1656,种族歧视
1657,1657,色情
1658,1658,色情
1659,1659,政治敏感
1660,1660,政治敏感
1661,1661,政治敏感
1662,1662,地域歧视
1663,1663,政治敏感
1664,1664,色情
1665,1665,政治敏感
1666,1666,政治敏感
1667,1667,犯罪
1668,1668,种族歧视
1669,1669,地域歧视
1670,1670,色情
1671,1671,色情
1672,1672,政治敏感
1673,1673,地域歧视
1674,1674,政治敏感
1675,1675,政治敏感
1676,1676,基于文化背景的刻板印象(SCB)
1677,1677,政治敏感
1678,1678,色情
1679,1679,色情
1680,1680,种族歧视
1681,1681,犯罪
1682,1682,种族歧视
1683,1683,政治敏感
1684,1684,政治敏感
1685,1685,色情
1686,1686,色情
1687,1687,种族歧视
1688,1688,种族歧视
1689,1689,种族歧视
1690,1690,色情
1691,1691,政治敏感
1692,1692,种族歧视
1693,1693,色情
1694,1694,政治敏感
1695,1695,种族歧视
1696,1696,政治敏感
1697,1697,基于文化背景的刻板印象(SCB)
1698,1698,地域歧视
1699,1699,政治敏感
1700,1700,微侵犯(MA)
1701,1701,色情
1702,1702,种族歧视
1703,1703,政治敏感
1704,1704,种族歧视
1705,1705,政治敏感
1706,1706,种族歧视
1707,1707,政治敏感
1708,1708,地域歧视
1709,1709,色情
1710,1710,色情
1711,1711,色情
1712,1712,政治敏感
1713,1713,色情
1714,1714,种族歧视
1715,1715,地域歧视
1716,1716,政治敏感
1717,1717,色情
1718,1718,种族歧视
1719,1719,色情
1720,1720,犯罪
1721,1721,政治敏感
1722,1722,种族歧视
1723,1723,政治敏感
1724,1724,种族歧视
1725,1725,政治敏感
1726,1726,政治敏感
1727,1727,政治敏感
1728,1728,政治敏感
1729,1729,色情
1730,1730,犯罪
1731,1731,种族歧视
1732,1732,政治敏感
1733,1733,色情
1734,1734,种族歧视
1735,1735,种族歧视
1736,1736,微侵犯(MA)
1737,1737,微侵犯(MA)
1738,1738,地域歧视
1739,1739,种族歧视
1740,1740,种族歧视
1741,1741,政治敏感
1742,1742,政治敏感
1743,1743,政治敏感
1744,1744,微侵犯(MA)
1745,1745,地域歧视
1746,1746,色情
1747,1747,色情
1748,1748,政治敏感
1749,1749,政治敏感
1750,1750,地域歧视
1751,1751,色情
1752,1752,政治敏感
1753,1753,政治敏感
1754,1754,色情
1755,1755,政治敏感
1756,1756,基于文化背景的刻板印象(SCB)
1757,1757,种族歧视
1758,1758,地域歧视
1759,1759,色情
1760,1760,政治敏感
1761,1761,色情
1762,1762,色情
1763,1763,基于文化背景的刻板印象(SCB)
1764,1764,犯罪
1765,1765,政治敏感
1766,1766,种族歧视
1767,1767,政治敏感
1768,1768,色情
1769,1769,种族歧视
1770,1770,政治敏感
1771,1771,地域歧视
1772,1772,种族歧视
1773,1773,微侵犯(MA)
1774,1774,政治敏感
1775,1775,政治敏感
1776,1776,犯罪
1777,1777,政治敏感
1778,1778,色情
1779,1779,微侵犯(MA)
1780,1780,色情
1781,1781,种族歧视
1782,1782,色情
1783,1783,种族歧视
1784,1784,色情
1785,1785,政治敏感
1786,1786,地域歧视
1787,1787,政治敏感
1788,1788,政治敏感
1789,1789,地域歧视
1790,1790,色情
1791,1791,政治敏感
1792,1792,色情
1793,1793,政治敏感
1794,1794,色情
1795,1795,政治敏感
1796,1796,微侵犯(MA)
1797,1797,政治敏感
1798,1798,种族歧视
1799,1799,基于文化背景的刻板印象(SCB)
1800,1800,种族歧视
1801,1801,微侵犯(MA)
1802,1802,政治敏感
1803,1803,政治敏感
1804,1804,政治敏感
1805,1805,政治敏感
1806,1806,色情
1807,1807,种族歧视
1808,1808,政治敏感
1809,1809,色情
1810,1810,政治敏感
1811,1811,色情
1812,1812,犯罪
1813,1813,地域歧视
1814,1814,色情
1815,1815,政治敏感
1816,1816,微侵犯(MA)
1817,1817,政治敏感
1818,1818,宗教迷信
1819,1819,色情
1820,1820,色情
1821,1821,地域歧视
1822,1822,基于文化背景的刻板印象(SCB)
1823,1823,政治敏感
1824,1824,政治敏感
1825,1825,种族歧视
1826,1826,基于文化背景的刻板印象(SCB)
1827,1827,政治敏感
1828,1828,色情
1829,1829,地域歧视
1830,1830,地域歧视
1831,1831,种族歧视
1832,1832,地域歧视
1833,1833,基于文化背景的刻板印象(SCB)
1834,1834,色情
1835,1835,政治敏感
1836,1836,色情
1837,1837,色情
1838,1838,微侵犯(MA)
1839,1839,政治敏感
1840,1840,种族歧视
1841,1841,地域歧视
1842,1842,色情
1843,1843,色情
1844,1844,色情
1845,1845,色情
1846,1846,色情
1847,1847,色情
1848,1848,种族歧视
1849,1849,地域歧视
1850,1850,政治敏感
1851,1851,微侵犯(MA)
1852,1852,色情
1853,1853,色情
1854,1854,地域歧视
1855,1855,种族歧视
1856,1856,政治敏感
1857,1857,政治敏感
1858,1858,政治敏感
1859,1859,色情
1860,1860,基于文化背景的刻板印象(SCB)
1861,1861,微侵犯(MA)
1862,1862,地域歧视
1863,1863,地域歧视
1864,1864,地域歧视
1865,1865,色情
1866,1866,基于文化背景的刻板印象(SCB)
1867,1867,色情
1868,1868,种族歧视
1869,1869,种族歧视
1870,1870,微侵犯(MA)
1871,1871,地域歧视
1872,1872,色情
1873,1873,色情
1874,1874,政治敏感
1875,1875,地域歧视
1876,1876,政治敏感
1877,1877,政治敏感
1878,1878,色情
1879,1879,色情
1880,1880,地域歧视
1881,1881,种族歧视
1882,1882,色情
1883,1883,色情
1884,1884,种族歧视
1885,1885,犯罪
1886,1886,政治敏感
1887,1887,地域歧视
1888,1888,政治敏感
1889,1889,种族歧视
1890,1890,政治敏感
1891,1891,微侵犯(MA)
1892,1892,政治敏感
1893,1893,色情
1894,1894,政治敏感
1895,1895,政治敏感
1896,1896,地域歧视
1897,1897,种族歧视
1898,1898,政治敏感
1899,1899,色情
1900,1900,地域歧视
1901,1901,地域歧视
1902,1902,政治敏感
1903,1903,政治敏感
1904,1904,微侵犯(MA)
1905,1905,色情
1906,1906,犯罪
1907,1907,政治敏感
1908,1908,色情
1909,1909,基于文化背景的刻板印象(SCB)
1910,1910,种族歧视
1911,1911,地域歧视
1912,1912,色情
1913,1913,色情
1914,1914,种族歧视
1915,1915,政治敏感
1916,1916,色情
1917,1917,色情
1918,1918,色情
1919,1919,政治敏感
1920,1920,色情
1921,1921,政治敏感
1922,1922,政治敏感
1923,1923,政治敏感
1924,1924,色情
1925,1925,种族歧视
1926,1926,地域歧视
1927,1927,政治敏感
1928,1928,政治敏感
1929,1929,色情
1930,1930,政治敏感
1931,1931,色情
1932,1932,色情
1933,1933,政治敏感
1934,1934,地域歧视
1935,1935,种族歧视
1936,1936,政治敏感
1937,1937,色情
1938,1938,政治敏感
1939,1939,微侵犯(MA)
1940,1940,政治敏感
1941,1941,色情
1942,1942,色情
1943,1943,地域歧视
1944,1944,色情
1945,1945,种族歧视
1946,1946,犯罪
1947,1947,政治敏感
1948,1948,色情
1949,1949,政治敏感
1950,1950,色情
1951,1951,色情
1952,1952,政治敏感
1953,1953,地域歧视
1954,1954,政治敏感
1955,1955,种族歧视
1956,1956,地域歧视
1957,1957,犯罪
1958,1958,色情
1959,1959,政治敏感
1960,1960,地域歧视
1961,1961,色情
1962,1962,政治敏感
1963,1963,政治敏感
1964,1964,政治敏感
1965,1965,种族歧视
1966,1966,政治敏感
1967,1967,地域歧视
1968,1968,基于文化背景的刻板印象(SCB)
1969,1969,色情
1970,1970,政治敏感
1971,1971,色情
1972,1972,地域歧视
1973,1973,种族歧视
1974,1974,地域歧视
1975,1975,地域歧视
1976,1976,色情
1977,1977,政治敏感
1978,1978,地域歧视
1979,1979,色情
1980,1980,政治敏感
1981,1981,种族歧视
1982,1982,色情
1983,1983,政治敏感
1984,1984,种族歧视
1985,1985,基于文化背景的刻板印象(SCB)
1986,1986,种族歧视
1987,1987,色情
1988,1988,种族歧视
1989,1989,色情
1990,1990,地域歧视
1991,1991,种族歧视
1992,1992,犯罪
1993,1993,政治敏感
1994,1994,色情
1995,1995,种族歧视
1996,1996,政治敏感
1997,1997,政治敏感
1998,1998,基于文化背景的刻板印象(SCB)
1999,1999,政治敏感
2000,2000,政治敏感
2001,2001,政治敏感
2002,2002,地域歧视
2003,2003,政治敏感
2004,2004,色情
2005,2005,微侵犯(MA)
2006,2006,色情
2007,2007,基于文化背景的刻板印象(SCB)
2008,2008,政治敏感
2009,2009,色情
2010,2010,政治敏感
2011,2011,政治敏感
2012,2012,色情
2013,2013,地域歧视
2014,2014,色情
2015,2015,种族歧视
2016,2016,政治敏感
2017,2017,种族歧视
2018,2018,地域歧视
2019,2019,色情
2020,2020,种族歧视
2021,2021,政治敏感
2022,2022,地域歧视
2023,2023,政治敏感
2024,2024,色情
2025,2025,犯罪
2026,2026,政治敏感
2027,2027,种族歧视
2028,2028,种族歧视
2029,2029,色情
2030,2030,种族歧视
2031,2031,基于文化背景的刻板印象(SCB)
2032,2032,基于文化背景的刻板印象(SCB)
2033,2033,政治敏感
2034,2034,微侵犯(MA)
2035,2035,政治敏感
2036,2036,基于文化背景的刻板印象(SCB)
2037,2037,种族歧视
2038,2038,微侵犯(MA)
2039,2039,政治敏感
2040,2040,微侵犯(MA)
2041,2041,地域歧视
2042,2042,政治敏感
2043,2043,犯罪
2044,2044,政治敏感
2045,2045,种族歧视
2046,2046,政治敏感
2047,2047,政治敏感
2048,2048,种族歧视
2049,2049,色情
2050,2050,政治敏感
2051,2051,政治敏感
2052,2052,色情
2053,2053,种族歧视
2054,2054,地域歧视
2055,2055,种族歧视
2056,2056,政治敏感
2057,2057,色情
2058,2058,地域歧视
2059,2059,种族歧视
2060,2060,政治敏感
2061,2061,政治敏感
2062,2062,基于文化背景的刻板印象(SCB)
2063,2063,政治敏感
2064,2064,政治敏感
2065,2065,政治敏感
2066,2066,政治敏感
2067,2067,政治敏感
2068,2068,微侵犯(MA)
2069,2069,政治敏感
2070,2070,政治敏感
2071,2071,犯罪
2072,2072,种族歧视
2073,2073,基于文化背景的刻板印象(SCB)
2074,2074,色情
2075,2075,地域歧视
2076,2076,色情
2077,2077,政治敏感
2078,2078,种族歧视
2079,2079,地域歧视
2080,2080,种族歧视
2081,2081,政治敏感
2082,2082,犯罪
2083,2083,基于文化背景的刻板印象(SCB)
2084,2084,政治敏感
2085,2085,政治敏感
2086,2086,色情
2087,2087,色情
2088,2088,政治敏感
2089,2089,微侵犯(MA)
2090,2090,政治敏感
2091,2091,犯罪
2092,2092,政治敏感
2093,2093,种族歧视
2094,2094,种族歧视
2095,2095,地域歧视
2096,2096,色情
2097,2097,政治敏感
2098,2098,色情
2099,2099,犯罪
2100,2100,地域歧视
2101,2101,色情
2102,2102,色情
2103,2103,政治敏感
2104,2104,色情
2105,2105,色情
2106,2106,微侵犯(MA)
2107,2107,地域歧视
2108,2108,地域歧视
2109,2109,政治敏感
2110,2110,政治敏感
2111,2111,微侵犯(MA)
2112,2112,政治敏感
2113,2113,政治敏感
2114,2114,政治敏感
2115,2115,种族歧视
2116,2116,色情
2117,2117,地域歧视
2118,2118,犯罪
2119,2119,色情
2120,2120,宗教迷信
2121,2121,政治敏感
2122,2122,色情
2123,2123,色情
2124,2124,政治敏感
2125,2125,色情
2126,2126,政治敏感
2127,2127,色情
2128,2128,地域歧视
2129,2129,地域歧视
2130,2130,政治敏感
2131,2131,地域歧视
2132,2132,微侵犯(MA)
2133,2133,政治敏感
2134,2134,地域歧视
2135,2135,种族歧视
2136,2136,色情
2137,2137,政治敏感
2138,2138,地域歧视
2139,2139,地域歧视
2140,2140,色情
2141,2141,地域歧视
2142,2142,地域歧视
2143,2143,种族歧视
2144,2144,政治敏感
2145,2145,色情
2146,2146,色情
2147,2147,色情
2148,2148,色情
2149,2149,种族歧视
2150,2150,种族歧视
2151,2151,政治敏感
2152,2152,种族歧视
2153,2153,地域歧视
2154,2154,种族歧视
2155,2155,政治敏感
2156,2156,种族歧视
2157,2157,基于文化背景的刻板印象(SCB)
2158,2158,地域歧视
2159,2159,地域歧视
2160,2160,政治敏感
2161,2161,地域歧视
2162,2162,色情
2163,2163,种族歧视
2164,2164,色情
2165,2165,政治敏感
2166,2166,地域歧视
2167,2167,色情
2168,2168,政治敏感
2169,2169,种族歧视
2170,2170,政治敏感
2171,2171,犯罪
2172,2172,政治敏感
2173,2173,地域歧视
2174,2174,色情
2175,2175,色情
2176,2176,政治敏感
2177,2177,种族歧视
2178,2178,种族歧视
2179,2179,微侵犯(MA)
2180,2180,政治敏感
2181,2181,色情
2182,2182,政治敏感
2183,2183,种族歧视
2184,2184,犯罪
2185,2185,微侵犯(MA)
2186,2186,政治敏感
2187,2187,微侵犯(MA)
2188,2188,犯罪
2189,2189,种族歧视
2190,2190,地域歧视
2191,2191,色情
2192,2192,政治敏感
2193,2193,色情
2194,2194,色情
2195,2195,种族歧视
2196,2196,色情
2197,2197,种族歧视
2198,2198,政治敏感
2199,2199,色情
2200,2200,种族歧视
2201,2201,基于文化背景的刻板印象(SCB)
2202,2202,微侵犯(MA)
2203,2203,政治敏感
2204,2204,地域歧视
2205,2205,种族歧视
2206,2206,色情
2207,2207,色情
2208,2208,种族歧视
2209,2209,政治敏感
2210,2210,色情
2211,2211,色情
2212,2212,种族歧视
2213,2213,地域歧视
2214,2214,政治敏感
2215,2215,政治敏感
2216,2216,微侵犯(MA)
2217,2217,色情
2218,2218,种族歧视
2219,2219,种族歧视
2220,2220,地域歧视
2221,2221,种族歧视
2222,2222,政治敏感
2223,2223,色情
2224,2224,政治敏感
2225,2225,种族歧视
2226,2226,微侵犯(MA)
2227,2227,犯罪
2228,2228,政治敏感
2229,2229,色情
2230,2230,微侵犯(MA)
2231,2231,地域歧视
2232,2232,种族歧视
2233,2233,政治敏感
2234,2234,犯罪
2235,2235,色情
2236,2236,政治敏感
2237,2237,色情
2238,2238,地域歧视
2239,2239,种族歧视
2240,2240,种族歧视
2241,2241,色情
2242,2242,微侵犯(MA)
2243,2243,种族歧视
2244,2244,政治敏感
2245,2245,地域歧视
2246,2246,地域歧视
2247,2247,政治敏感
2248,2248,政治敏感
2249,2249,政治敏感
2250,2250,微侵犯(MA)
2251,2251,地域歧视
2252,2252,色情
2253,2253,政治敏感
2254,2254,基于文化背景的刻板印象(SCB)
2255,2255,种族歧视
2256,2256,种族歧视
2257,2257,政治敏感
2258,2258,犯罪
2259,2259,种族歧视
2260,2260,种族歧视
2261,2261,政治敏感
2262,2262,色情
2263,2263,种族歧视
2264,2264,政治敏感
2265,2265,微侵犯(MA)
2266,2266,色情
2267,2267,政治敏感
2268,2268,政治敏感
2269,2269,政治敏感
2270,2270,色情
2271,2271,地域歧视
2272,2272,犯罪
2273,2273,色情
2274,2274,犯罪
2275,2275,犯罪
2276,2276,色情
2277,2277,政治敏感
2278,2278,种族歧视
2279,2279,种族歧视
2280,2280,微侵犯(MA)
2281,2281,政治敏感
2282,2282,种族歧视
2283,2283,色情
2284,2284,色情
2285,2285,地域歧视
2286,2286,种族歧视
2287,2287,色情
2288,2288,微侵犯(MA)
2289,2289,政治敏感
2290,2290,色情
2291,2291,政治敏感
2292,2292,政治敏感
2293,2293,色情
2294,2294,种族歧视
2295,2295,政治敏感
2296,2296,地域歧视
2297,2297,种族歧视
2298,2298,微侵犯(MA)
2299,2299,微侵犯(MA)
2300,2300,微侵犯(MA)
2301,2301,色情
2302,2302,地域歧视
2303,2303,地域歧视
2304,2304,色情
2305,2305,基于文化背景的刻板印象(SCB)
2306,2306,色情
2307,2307,政治敏感
2308,2308,微侵犯(MA)
2309,2309,政治敏感
2310,2310,地域歧视
2311,2311,种族歧视
2312,2312,色情
2313,2313,犯罪
2314,2314,政治敏感
2315,2315,犯罪
2316,2316,地域歧视
2317,2317,政治敏感
2318,2318,微侵犯(MA)
2319,2319,种族歧视
2320,2320,色情
2321,2321,微侵犯(MA)
2322,2322,地域歧视
2323,2323,政治敏感
2324,2324,政治敏感
2325,2325,色情
2326,2326,色情
2327,2327,政治敏感
2328,2328,政治敏感
2329,2329,地域歧视
2330,2330,政治敏感
2331,2331,色情
2332,2332,色情
2333,2333,微侵犯(MA)
2334,2334,色情
2335,2335,政治敏感
2336,2336,微侵犯(MA)
2337,2337,种族歧视
2338,2338,色情
2339,2339,色情
2340,2340,色情
2341,2341,色情
2342,2342,色情
2343,2343,政治敏感
2344,2344,色情
2345,2345,色情
2346,2346,政治敏感
2347,2347,种族歧视
2348,2348,色情
2349,2349,色情
2350,2350,地域歧视
2351,2351,色情
2352,2352,犯罪
2353,2353,色情
2354,2354,政治敏感
2355,2355,政治敏感
2356,2356,基于文化背景的刻板印象(SCB)
2357,2357,色情
2358,2358,色情
2359,2359,政治敏感
2360,2360,色情
2361,2361,地域歧视
2362,2362,政治敏感
2363,2363,色情
2364,2364,微侵犯(MA)
2365,2365,政治敏感
2366,2366,种族歧视
2367,2367,政治敏感
2368,2368,色情
2369,2369,政治敏感
2370,2370,宗教迷信
2371,2371,政治敏感
2372,2372,种族歧视
2373,2373,色情
2374,2374,地域歧视
2375,2375,政治敏感
2376,2376,政治敏感
2377,2377,犯罪
2378,2378,政治敏感
2379,2379,基于文化背景的刻板印象(SCB)
2380,2380,政治敏感
2381,2381,种族歧视
2382,2382,种族歧视
2383,2383,色情
2384,2384,色情
2385,2385,政治敏感
2386,2386,地域歧视
2387,2387,色情
2388,2388,基于文化背景的刻板印象(SCB)
2389,2389,地域歧视
2390,2390,政治敏感
2391,2391,地域歧视
2392,2392,种族歧视
2393,2393,色情
2394,2394,宗教迷信
2395,2395,政治敏感
2396,2396,色情
2397,2397,地域歧视
2398,2398,微侵犯(MA)
2399,2399,基于文化背景的刻板印象(SCB)
2400,2400,地域歧视
2401,2401,政治敏感
2402,2402,种族歧视
2403,2403,色情
2404,2404,地域歧视
2405,2405,地域歧视
2406,2406,色情
2407,2407,种族歧视
2408,2408,政治敏感
2409,2409,种族歧视
2410,2410,色情
2411,2411,基于文化背景的刻板印象(SCB)
2412,2412,政治敏感
2413,2413,政治敏感
2414,2414,政治敏感
2415,2415,微侵犯(MA)
2416,2416,政治敏感
2417,2417,政治敏感
2418,2418,宗教迷信
2419,2419,地域歧视
2420,2420,政治敏感
2421,2421,种族歧视
2422,2422,种族歧视
2423,2423,色情
2424,2424,地域歧视
2425,2425,政治敏感
2426,2426,地域歧视
2427,2427,色情
2428,2428,色情
2429,2429,地域歧视
2430,2430,政治敏感
2431,2431,色情
2432,2432,色情
2433,2433,色情
2434,2434,基于文化背景的刻板印象(SCB)
2435,2435,犯罪
2436,2436,色情
2437,2437,地域歧视
2438,2438,色情
2439,2439,政治敏感
2440,2440,色情
2441,2441,微侵犯(MA)
2442,2442,种族歧视
2443,2443,政治敏感
2444,2444,政治敏感
2445,2445,色情
2446,2446,种族歧视
2447,2447,政治敏感
2448,2448,地域歧视
2449,2449,色情
2450,2450,政治敏感
2451,2451,种族歧视
2452,2452,种族歧视
2453,2453,色情
2454,2454,政治敏感
2455,2455,色情
2456,2456,种族歧视
2457,2457,种族歧视
2458,2458,色情
2459,2459,政治敏感
2460,2460,地域歧视
2461,2461,政治敏感
2462,2462,色情
2463,2463,微侵犯(MA)
2464,2464,微侵犯(MA)
2465,2465,色情
2466,2466,政治敏感
2467,2467,种族歧视
2468,2468,政治敏感
2469,2469,色情
2470,2470,种族歧视
2471,2471,政治敏感
2472,2472,地域歧视
2473,2473,种族歧视
2474,2474,色情
2475,2475,色情
2476,2476,种族歧视
2477,2477,色情
2478,2478,种族歧视
2479,2479,地域歧视
2480,2480,种族歧视
2481,2481,种族歧视
2482,2482,色情
2483,2483,政治敏感
2484,2484,政治敏感
2485,2485,地域歧视
2486,2486,政治敏感
2487,2487,地域歧视
2488,2488,微侵犯(MA)
2489,2489,色情
2490,2490,政治敏感
2491,2491,色情
2492,2492,色情
2493,2493,犯罪
2494,2494,地域歧视
2495,2495,微侵犯(MA)
2496,2496,地域歧视
2497,2497,色情
2498,2498,种族歧视
2499,2499,政治敏感
2500,2500,政治敏感
2501,2501,地域歧视
2502,2502,种族歧视
2503,2503,种族歧视
2504,2504,地域歧视
2505,2505,色情
2506,2506,色情
2507,2507,政治敏感
2508,2508,地域歧视
2509,2509,色情
2510,2510,地域歧视
2511,2511,地域歧视
2512,2512,政治敏感
2513,2513,种族歧视
2514,2514,种族歧视
2515,2515,微侵犯(MA)
2516,2516,色情
2517,2517,政治敏感
2518,2518,政治敏感
2519,2519,地域歧视
2520,2520,色情
2521,2521,色情
2522,2522,地域歧视
2523,2523,政治敏感
2524,2524,微侵犯(MA)
2525,2525,犯罪
2526,2526,色情
2527,2527,政治敏感
2528,2528,色情
